customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0906,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,127.1,2921.08,Yes
CUST-0907,Male,1,No,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,132.79,2130.41,Yes
CUST-0908,Female,1,No,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),88.65,4164.72,Yes
CUST-0909,Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,119.38,8227.78,No
CUST-0910,Male,0,No,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,89.44,544.74,Yes
CUST-0911,Female,0,Yes,Yes,13,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),92.51,1193.73,No
CUST-0912,Female,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),111.92,1118.64,No
CUST-0913,Female,0,No,Yes,11,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,114.54,1256.77,Yes
CUST-0914,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),120.86,480.25,Yes
CUST-0915,Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,112.72,448.05,Yes
CUST-0916,Male,0,Yes,Yes,19,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),71.71,1365.24,No
CUST-0917,Male,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.83,2375.46,Yes
CUST-0918,Male,0,Yes,Yes,54,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,86.33,4666.12,No
CUST-0919,Male,0,No,Yes,57,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,106.36,6074.1,No
CUST-0920,Male,0,No,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.61,2544.18,Yes
CUST-0921,Female,0,Yes,No,23,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,93.55,2154.85,No
CUST-0922,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),118.38,8521.79,No
CUST-0923,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),125.49,255.17,Yes
CUST-0924,Female,0,No,Yes,47,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,67.93,3193.85,Yes
CUST-0925,Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),47.96,3354.35,No
CUST-0926,Female,0,Yes,Yes,21,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,78.24,1643.09,No
CUST-0927,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,86.91,1127.48,Yes
CUST-0928,Male,0,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.47,1388.59,No
CUST-0929,Male,1,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),119.78,3346.68,Yes
CUST-0930,Female,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.19,2311.94,No
CUST-0931,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,46.09,418.8,No
CUST-0932,Male,1,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.49,1860.17,No
CUST-0933,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,109.43,2843.84,No
CUST-0934,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,96.37,2605.71,No
CUST-0935,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.31,256.06,Yes
CUST-0936,Female,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.16,3230.4,No
CUST-0937,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.64,747.98,No
CUST-0938,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.32,189.42,Yes
CUST-0939,Male,1,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,114.85,114.85,Yes
CUST-0940,Male,1,Yes,Yes,56,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),58.92,3295.76,No
CUST-0941,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),99.38,5067.69,No
CUST-0942,Female,0,No,Yes,57,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,83.09,4740.04,Yes
CUST-0943,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,104.4,201.88,Yes
CUST-0944,Female,1,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),85.23,596.72,Yes
CUST-0945,Female,1,No,Yes,58,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.6,5378.36,No
CUST-0946,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.18,96.18,No
CUST-0947,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),31.23,1907.34,No
CUST-0948,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,137.4,6595.31,Yes
CUST-0949,Male,0,Yes,Yes,19,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),87.54,1663.36,Yes
CUST-0950,Female,0,Yes,No,28,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),118.07,3300.85,Yes
CUST-0951,Female,0,Yes,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,282.12,No
CUST-0952,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,122.15,2565.69,Yes
CUST-0953,Female,0,Yes,Yes,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,72.96,367.52,No
CUST-0954,Male,0,Yes,Yes,61,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,94.14,5745.08,No
CUST-0955,Female,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,117.49,3528.04,No
CUST-0956,Female,0,Yes,No,61,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.04,5860.86,Yes
CUST-0957,Male,0,No,Yes,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,111.19,1222.17,Yes
CUST-0958,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.35,330.48,Yes
CUST-0959,Male,0,Yes,Yes,62,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,88.48,5490.3,Yes
CUST-0960,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,93.39,1397.52,No
CUST-0961,Female,0,Yes,Yes,24,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,77.72,1865.33,No
CUST-0962,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,111.81,2338.21,No
CUST-0963,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),116.74,1992.12,No
CUST-0964,Female,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,97.59,4291.74,No
CUST-0965,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.65,2848.18,Yes
CUST-0966,Female,0,Yes,Yes,11,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,79.05,876.38,Yes
CUST-0967,Female,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.62,1229.55,No
CUST-0968,Male,0,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),48.27,1544.41,No
CUST-0969,Male,0,No,Yes,62,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),92.34,5733.4,No
CUST-0970,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.17,1411.66,No
CUST-0971,Male,0,No,Yes,53,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),88.73,4709.77,No
CUST-0972,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),80.31,2081.71,No
CUST-0973,Female,0,Yes,Yes,24,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.81,1917.62,No
CUST-0974,Female,0,Yes,Yes,33,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),96.93,3200.23,No
CUST-0975,Male,0,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.18,1194.27,No
CUST-0976,Male,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,89.57,4742.28,No
CUST-0977,Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),86.76,339.07,Yes
CUST-0978,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,50.2,1768.44,No
CUST-0979,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.34,1613.1,No
CUST-0980,Male,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,127.19,4450.54,No
CUST-0981,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),112.59,7658.77,No
CUST-0982,Male,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,136.13,5169.89,Yes
CUST-0983,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.9,2960.55,No
CUST-0984,Female,1,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.77,124.34,Yes
CUST-0985,Male,0,No,Yes,64,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.56,5795.11,No
CUST-0986,Male,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,116.54,4538.95,No
CUST-0987,Male,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),147.3,5311.52,Yes
CUST-0988,Male,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.13,2713.92,No
CUST-0989,Male,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,133.52,4002.24,Yes
CUST-0990,Male,0,No,Yes,46,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,83.01,3813.69,Yes
CUST-0991,Male,0,No,Yes,26,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.92,2034.09,No
CUST-0992,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),100.92,5046.03,No
CUST-0993,Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,124.34,2369.59,Yes
CUST-0994,Male,1,Yes,Yes,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,68.93,828.24,No
CUST-0995,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,121.15,7514.45,Yes
CUST-0996,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,102.62,4413.82,Yes
CUST-0997,Female,1,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),44.35,1014.09,No
CUST-0998,Male,1,No,Yes,2,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,82.23,171.01,No
CUST-0999,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.11,290.49,No
CUST-1000,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,108.35,6931.46,Yes
CUST-1001,Male,0,No,Yes,48,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.22,3946.51,Yes
CUST-1002,Female,0,No,Yes,57,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.86,5408.9,No
CUST-1003,Female,1,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.43,32.43,Yes
CUST-1004,Female,0,Yes,Yes,65,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.0,6495.92,No
CUST-1005,Female,1,Yes,Yes,30,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),96.16,2879.56,No
CUST-1006,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,117.11,7845.07,No
CUST-1007,Male,1,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,106.98,3856.64,Yes
CUST-1008,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,77.15,5551.79,No
CUST-1009,Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),45.36,1040.47,No
CUST-1010,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),46.37,1992.44,No
CUST-1011,Female,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),47.48,1897.44,No
CUST-1012,Female,0,No,Yes,50,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,101.38,5070.34,Yes
CUST-1013,Male,1,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.98,2007.57,Yes
CUST-1014,Female,0,No,Yes,39,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),110.38,4302.16,No
CUST-1015,Female,1,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.07,1414.07,Yes
CUST-1016,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),111.61,339.28,Yes
CUST-1017,Male,0,No,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,117.6,6941.75,No
CUST-1018,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.6,1009.03,No
CUST-1019,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,115.0,462.96,Yes
CUST-1020,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.99,149.98,Yes
CUST-1021,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,80.33,1041.88,Yes
CUST-1022,Female,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.58,2169.98,No
CUST-1023,Male,0,No,No,11,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),103.04,1134.97,No
CUST-1024,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),80.32,4898.85,No
CUST-1025,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),91.29,2377.54,Yes
CUST-1026,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,115.6,6135.9,No
CUST-1027,Male,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),125.55,1377.02,No
CUST-1028,Female,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),107.78,747.84,No
CUST-1029,Female,1,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,90.61,1353.57,No
CUST-1030,Female,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),133.09,6789.56,No
CUST-1031,Female,0,Yes,Yes,25,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,87.35,2182.09,No
CUST-1032,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),116.35,815.17,Yes
CUST-1033,Female,0,No,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,75.07,3302.21,No
CUST-1034,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),113.95,2055.66,Yes
CUST-1035,Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,44.19,707.18,No
CUST-1036,Male,0,No,No,64,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,110.31,7054.35,Yes
CUST-1037,Male,0,No,Yes,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,113.1,3162.77,Yes
CUST-1038,Female,0,No,Yes,13,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,94.72,1235.87,No
CUST-1039,Female,0,Yes,No,16,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,91.67,1463.95,No
CUST-1040,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,101.44,1220.35,No
CUST-1041,Female,0,No,Yes,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),102.54,6357.92,No
CUST-1042,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),98.28,3149.27,No
CUST-1043,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,46.62,1312.35,No
CUST-1044,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.84,1034.57,Yes
CUST-1045,Male,1,No,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.32,1460.06,No
CUST-1046,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),127.83,2935.17,Yes
CUST-1047,Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,100.59,1311.95,No
CUST-1048,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,106.6,424.09,Yes
CUST-1049,Female,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,101.79,5282.31,No
CUST-1050,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,91.99,2677.92,No
CUST-1051,Male,0,No,Yes,59,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,97.8,5769.66,No
CUST-1052,Female,0,No,Yes,72,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),86.49,6231.01,No
CUST-1053,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),133.42,3601.09,Yes
CUST-1054,Female,0,No,No,25,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,95.22,2384.82,Yes
CUST-1055,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,99.33,1684.93,Yes
CUST-1056,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,111.16,3888.26,No
CUST-1057,Male,0,No,Yes,7,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,109.91,772.41,No
CUST-1058,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.96,1681.78,Yes
CUST-1059,Male,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),45.07,2564.24,Yes
CUST-1060,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),86.18,2673.75,No
CUST-1061,Female,0,No,No,48,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.6,4110.56,Yes
CUST-1062,Female,0,No,Yes,47,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.0,4699.22,No
CUST-1063,Female,0,No,No,70,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,106.52,7453.18,Yes
CUST-1064,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,117.21,7500.93,No
CUST-1065,Male,0,No,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),100.24,3211.81,No
CUST-1066,Female,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,103.21,5055.54,Yes
CUST-1067,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,129.3,379.76,Yes
CUST-1068,Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.9,1535.57,No
CUST-1069,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.67,2177.86,No
CUST-1070,Female,1,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.87,58.68,Yes
CUST-1071,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),109.83,549.97,Yes
CUST-1072,Male,0,Yes,No,44,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,78.92,3475.71,No
CUST-1073,Male,0,No,Yes,22,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.49,1836.18,Yes
CUST-1074,Female,1,No,Yes,6,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,92.16,552.16,Yes
CUST-1075,Female,1,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),128.81,7729.88,No
CUST-1076,Female,0,No,Yes,64,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),92.12,5887.14,No
CUST-1077,Male,0,No,Yes,5,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.94,542.58,Yes
CUST-1078,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,133.6,3070.75,Yes
